tHalf,eff,best_roi
1.4415576187601259e22,0.1226249,"(phi = (0.0, 180.0), sumE = (0.0, 3500.0), r = (0.0, 200.0), singleE = (0.0, 2758.328530979045), dy = (0.0, 200.0), dz = (0.0, 200.0), lPint = (0.0, 1.8125983028334927), lPext = (0.0, 50.0), trackLength1 = (0.0, 3000.0), trackLength2 = (0.0, 3000.0))"
