tHalf,eff,best_roi
3.1296003420487344e24,0.1628197,"(phi = (0.0, 180.0), sumE = (2712.9924870393447, 3500.0), r = (0.0, 200.0), singleE = (0.0, 3500.0), dy = (0.0, 200.0), dz = (0.0, 38.1926346454039), lPint = (0.0, 1.8786136637887565), lPext = (0.0, 50.0), trackLength1 = (0.0, 3000.0), trackLength2 = (0.0, 3000.0))"
