thalf
5.099542716302472e20
1.0079785062727608e21
3.995057928501816e20
3.4601730314704716e20
9.49639130946069e20
4.3065356061646737e20
5.696177727532209e20
4.674925472122715e20
5.021933939871931e20
4.986027674510438e20
6.376823029183228e20
5.4457584610494395e20
1.1350923290538107e21
5.049016528540278e20
8.735058914898856e20
3.7099154358503755e20
5.290748034238092e20
7.45296251704998e20
5.2695009860009276e20
3.5072689969342205e20
9.027188431177418e20
5.880358060926422e20
6.360949289488543e20
5.2046303858253916e20
4.367137690691263e20
5.542544840048239e20
