tHalf,eff,best_roi
4.4339113927178466e24,0.1799638,"(phi = (4.081049357475308, 180.0), sumE = (2714.442795082326, 3011.0379792059557), r = (0.0, 149.97123174299662), dy = (0.0, 149.97104369716263), dz = (0.0, 151.36748500613882), lPint = (0.0, 2.735975435729717), lPext = (0.8358706528972348, 50.0), trackLength1 = (0.0, 2500.610396162923), trackLength2 = (0.0, 2504.5594762812957))"
