tHalf,eff,best_roi
2.4309171437938584e22,0.189154,"(phi = (0.0, 180.0), sumE = (0.0, 3500.0), r = (0.0, 200.0), singleE = (0.0, 3500.0), dy = (0.0, 200.0), dz = (0.0, 200.0), lPint = (0.0, 4.023265712798095), lPext = (2.250264175684009, 50.0), trackLength1 = (0.0, 3000.0), trackLength2 = (0.0, 3000.0))"
