tHalf,eff,best_roi
1.2941956808417991e24,0.0753036,"(phi = (0.0, 180.0), sumE = (2646.290888936414, 3500.0), r = (0.0, 200.0), singleE = (0.0, 3500.0), dy = (0.0, 200.0), dz = (0.0, 200.0), sameSide = (0.0, 2.0), lPint = (0.0, 4.081283193874073), lPext = (0.0, 50.0), trackLength1 = (0.0, 3000.0), trackLength2 = (0.0, 3000.0))"
